CustomerID,Recency,Frequency,Monetary,CustomerSegment,ChurnRisk
13762.0,203,2,3.552713678800501e-15,Low Value,High Risk
13763.0,62,3,1689.46,High Value,Medium Risk
13764.0,70,3,1519.42,High Value,Medium Risk
13767.0,1,52,16945.71,High Value,Low Risk
13769.0,1,16,2771.87,High Value,Low Risk
13771.0,63,5,2631.7,High Value,Medium Risk
13772.0,33,3,1122.63,Medium Value,Medium Risk
13774.0,81,1,345.0,Low Value,Medium Risk
13777.0,0,41,25748.350000000002,High Value,Low Risk
13778.0,102,1,178.7,Low Value,High Risk
13780.0,6,2,360.01,Low Value,Low Risk
13781.0,250,1,127.84,Low Value,High Risk
13782.0,12,6,908.86,Medium Value,Low Risk
13784.0,9,11,2462.79,High Value,Low Risk
13786.0,366,1,230.39999999999998,Low Value,
13787.0,75,2,309.04,Low Value,Medium Risk
13790.0,3,1,348.8,Low Value,Low Risk
13791.0,42,3,1047.68,Medium Value,Medium Risk
13792.0,65,2,195.55,Low Value,Medium Risk
13798.0,0,63,36352.87,High Value,Low Risk
13799.0,116,2,688.86,Medium Value,High Risk
13800.0,309,1,558.32,Medium Value,High Risk
13801.0,66,1,324.8,Low Value,Medium Risk
13802.0,137,6,3906.27,High Value,High Risk
13803.0,254,1,277.07,Low Value,High Risk
13804.0,30,7,2588.39,High Value,Low Risk
13805.0,51,2,924.6,Medium Value,Medium Risk
13806.0,63,1,256.38,Low Value,Medium Risk
13807.0,366,1,112.6,Low Value,
13808.0,5,5,1747.66,High Value,Low Risk
13809.0,304,1,155.05,Low Value,High Risk
13810.0,28,4,899.51,Medium Value,Low Risk
13811.0,183,4,591.75,Medium Value,High Risk
13812.0,41,3,539.0,Medium Value,Medium Risk
13813.0,39,5,1353.41,High Value,Medium Risk
13814.0,55,3,1562.12,High Value,Medium Risk
13815.0,21,5,4014.91,High Value,Low Risk
13816.0,23,4,555.04,Medium Value,Low Risk
13817.0,28,2,382.98,Medium Value,Low Risk
13819.0,301,3,1140.35,High Value,High Risk
13821.0,144,2,385.64,Medium Value,High Risk
13822.0,5,2,632.0,Medium Value,Low Risk
13823.0,18,2,957.66,Medium Value,Low Risk
13824.0,32,5,1698.94,High Value,Medium Risk
13826.0,157,2,174.65,Low Value,High Risk
13827.0,57,3,409.8,Medium Value,Medium Risk
13828.0,21,1,209.49,Low Value,Low Risk
13829.0,358,1,-102.0,Low Value,High Risk
13831.0,15,6,2198.45,High Value,Low Risk
13832.0,17,2,40.949999999999996,Low Value,Low Risk
13833.0,158,1,383.85,Medium Value,High Risk
13835.0,24,4,834.57,Medium Value,Low Risk
13837.0,211,2,266.59000000000003,Low Value,High Risk
13838.0,5,4,674.82,Medium Value,Low Risk
13841.0,252,1,85.0,Low Value,High Risk
13842.0,58,9,3385.62,High Value,Medium Risk
13844.0,10,1,361.62,Low Value,Low Risk
13845.0,64,1,312.98,Low Value,Medium Risk
13846.0,24,4,847.61,Medium Value,Low Risk
13848.0,91,3,1255.0,High Value,High Risk
13849.0,51,2,1537.95,High Value,Medium Risk
13850.0,87,2,1586.81,High Value,Medium Risk
13851.0,95,3,2651.46,High Value,High Risk
13853.0,8,2,1056.94,Medium Value,Low Risk
13854.0,8,29,8025.0199999999995,High Value,Low Risk
13856.0,168,5,363.4,Low Value,High Risk
13858.0,56,1,216.17,Low Value,Medium Risk
13859.0,325,1,201.16,Low Value,High Risk
13860.0,0,6,1240.0,High Value,Low Risk
13862.0,17,10,2187.31,High Value,Low Risk
13863.0,244,2,299.56,Low Value,High Risk
13865.0,57,4,501.56,Medium Value,Medium Risk
13866.0,73,1,145.67000000000002,Low Value,Medium Risk
13867.0,30,3,1005.09,Medium Value,Low Risk
13868.0,6,2,3192.54,High Value,Low Risk
13869.0,122,4,3083.65,High Value,High Risk
13870.0,1,10,2751.25,High Value,Low Risk
13871.0,22,14,6389.8,High Value,Low Risk
13873.0,119,4,381.7,Medium Value,High Risk
13874.0,357,1,540.45,Medium Value,High Risk
13875.0,53,5,1786.79,High Value,Medium Risk
13876.0,63,1,122.7,Low Value,Medium Risk
13877.0,85,1,117.24,Low Value,Medium Risk
13878.0,54,1,1271.57,High Value,Medium Risk
13880.0,20,13,3219.77,High Value,Low Risk
13881.0,3,22,16989.52,High Value,Low Risk
13882.0,2,6,1131.28,Medium Value,Low Risk
13883.0,0,9,2538.75,High Value,Low Risk
13884.0,6,6,781.3000000000001,Medium Value,Low Risk
13885.0,188,2,506.8,Medium Value,High Risk
13886.0,70,1,243.56,Low Value,Medium Risk
13887.0,203,1,349.55,Low Value,High Risk
13888.0,119,2,595.67,Medium Value,High Risk
13889.0,92,1,416.90000000000003,Medium Value,High Risk
13890.0,0,14,1860.8600000000001,High Value,Low Risk
13892.0,26,4,632.97,Medium Value,Low Risk
13893.0,297,1,821.1,Medium Value,High Risk
13894.0,21,5,535.97,Medium Value,Low Risk
13895.0,20,5,2588.12,High Value,Low Risk
13897.0,49,1,311.16,Low Value,Medium Risk
13898.0,325,1,155.93,Low Value,High Risk
13899.0,15,2,388.52,Medium Value,Low Risk
13900.0,182,3,740.95,Medium Value,High Risk
13901.0,71,5,2867.2,High Value,Medium Risk
13904.0,36,2,332.64,Low Value,Medium Risk
13908.0,79,5,2347.05,High Value,Medium Risk
13911.0,56,9,2580.91,High Value,Medium Risk
13914.0,3,3,613.95,Medium Value,Low Risk
13917.0,49,2,272.04,Low Value,Medium Risk
13918.0,49,2,1212.8400000000001,High Value,Medium Risk
13919.0,52,3,350.15999999999997,Low Value,Medium Risk
13922.0,351,1,172.25,Low Value,High Risk
13923.0,53,1,351.13,Low Value,Medium Risk
13924.0,1,11,1682.08,High Value,Low Risk
13925.0,35,6,616.65,Medium Value,Medium Risk
13926.0,22,1,223.85000000000002,Low Value,Low Risk
13927.0,74,1,348.99,Low Value,Medium Risk
13928.0,10,4,464.57,Medium Value,Low Risk
13929.0,168,3,802.85,Medium Value,High Risk
13930.0,57,2,337.34,Low Value,Medium Risk
13931.0,85,3,1230.93,High Value,Medium Risk
13932.0,294,1,307.4,Low Value,High Risk
13933.0,108,2,608.7900000000001,Medium Value,High Risk
13934.0,263,1,922.1,Medium Value,High Risk
13936.0,170,2,361.28,Low Value,High Risk
13937.0,168,1,158.85,Low Value,High Risk
13938.0,34,1,71.66,Low Value,Medium Risk
13939.0,22,4,556.75,Medium Value,Low Risk
13940.0,16,4,839.14,Medium Value,Low Risk
13941.0,21,7,4912.41,High Value,Low Risk
13946.0,78,3,561.5699999999999,Medium Value,Medium Risk
13947.0,64,1,90.6,Low Value,Medium Risk
13948.0,360,1,102.0,Low Value,High Risk
13949.0,2,6,2427.32,High Value,Low Risk
13950.0,10,5,728.56,Medium Value,Low Risk
13951.0,175,3,674.45,Medium Value,High Risk
13952.0,210,3,3246.091,High Value,High Risk
13953.0,6,7,3515.68,High Value,Low Risk
13954.0,1,3,378.59,Medium Value,Low Risk
13955.0,153,2,322.96,Low Value,High Risk
13956.0,4,5,1019.27,Medium Value,Low Risk
13958.0,371,1,-102.45,Low Value,
13959.0,78,3,594.04,Medium Value,Medium Risk
13960.0,20,2,230.22,Low Value,Low Risk
13962.0,21,2,169.55,Low Value,Low Risk
13963.0,307,4,664.54,Medium Value,High Risk
13967.0,145,1,80.7,Low Value,High Risk
13969.0,6,20,8956.92,High Value,Low Risk
13971.0,8,11,2702.2200000000003,High Value,Low Risk
13972.0,70,2,190.25,Low Value,Medium Risk
13973.0,286,1,264.7,Low Value,High Risk
13974.0,48,1,413.59000000000003,Medium Value,Medium Risk
13975.0,30,7,2438.19,High Value,Low Risk
13976.0,206,1,357.98,Low Value,High Risk
13978.0,14,2,196.79000000000002,Low Value,Low Risk
13979.0,72,1,869.87,Medium Value,Medium Risk
13980.0,59,1,200.14,Low Value,Medium Risk
13982.0,38,5,1861.11,High Value,Medium Risk
13983.0,29,13,2590.46,High Value,Low Risk
13984.0,26,6,488.03,Medium Value,Low Risk
13985.0,3,16,7024.53,High Value,Low Risk
13986.0,16,1,320.46,Low Value,Low Risk
13988.0,19,9,4098.8,High Value,Low Risk
13989.0,65,2,1266.08,High Value,Medium Risk
13990.0,212,1,311.3,Low Value,High Risk
13991.0,11,7,847.54,Medium Value,Low Risk
13992.0,29,1,76.8,Low Value,Low Risk
13993.0,31,12,3409.66,High Value,Medium Risk
13994.0,3,6,2274.14,High Value,Low Risk
13995.0,14,6,1383.49,High Value,Low Risk
13999.0,9,15,3865.26,High Value,Low Risk
14000.0,205,2,633.71,Medium Value,High Risk
14001.0,45,4,2030.3300000000002,High Value,Medium Risk
14002.0,133,2,529.73,Medium Value,High Risk
14004.0,42,7,4582.64,High Value,Medium Risk
14005.0,9,5,2874.72,High Value,Low Risk
14006.0,115,3,962.19,Medium Value,High Risk
14009.0,197,3,685.9300000000001,Medium Value,High Risk
14012.0,277,1,328.8,Low Value,High Risk
14013.0,109,3,473.02,Medium Value,High Risk
14014.0,76,1,505.18,Medium Value,Medium Risk
14015.0,52,1,917.34,Medium Value,Medium Risk
14016.0,153,5,4328.46,High Value,High Risk
14019.0,46,4,1398.96,High Value,Medium Risk
14020.0,16,2,642.8,Medium Value,Low Risk
14021.0,154,3,631.9,Medium Value,High Risk
14022.0,224,1,440.0,Medium Value,High Risk
14023.0,6,2,584.07,Medium Value,Low Risk
14024.0,121,2,327.7,Low Value,High Risk
14027.0,60,1,104.82,Low Value,Medium Risk
14029.0,62,2,467.66,Medium Value,Medium Risk
14030.0,17,8,2358.84,High Value,Low Risk
14031.0,6,23,14634.640000000001,High Value,Low Risk
14032.0,1,18,2929.84,High Value,Low Risk
14034.0,21,4,509.09,Medium Value,Low Risk
14035.0,28,5,1428.02,High Value,Low Risk
14036.0,284,1,626.65,Medium Value,High Risk
14037.0,175,2,147.20000000000002,Low Value,High Risk
14038.0,77,4,1554.48,High Value,Medium Risk
14039.0,32,1,152.2,Low Value,Medium Risk
14040.0,40,15,3487.59,High Value,Medium Risk
14041.0,265,1,141.41,Low Value,High Risk
14044.0,26,4,646.42,Medium Value,Low Risk
14045.0,108,4,1659.75,High Value,High Risk
14046.0,283,1,154.99,Low Value,High Risk
14047.0,8,7,1290.01,High Value,Low Risk
14048.0,276,2,375.13,Medium Value,High Risk
14049.0,16,6,5536.15,High Value,Low Risk
14050.0,31,2,746.36,Medium Value,Medium Risk
14051.0,0,26,15477.34,High Value,Low Risk
14052.0,19,1,225.36,Low Value,Low Risk
14053.0,123,2,260.25,Low Value,High Risk
14054.0,64,1,92.46,Low Value,Medium Risk
14055.0,105,1,725.6400000000001,Medium Value,High Risk
14056.0,0,29,8062.46,High Value,Low Risk
14057.0,23,18,6141.099999999999,High Value,Low Risk
14059.0,266,1,183.6,Low Value,High Risk
14060.0,4,20,6135.38,High Value,Low Risk
14062.0,9,12,10464.85,High Value,Low Risk
14064.0,28,7,1168.92,High Value,Low Risk
14066.0,266,1,152.55,Low Value,High Risk
14067.0,63,2,374.7,Medium Value,Medium Risk
14068.0,319,1,265.85,Low Value,High Risk
14071.0,3,9,1306.16,High Value,Low Risk
14073.0,20,2,139.54,Low Value,Low Risk
14075.0,4,3,942.26,Medium Value,Low Risk
14076.0,128,1,118.67,Low Value,High Risk
14077.0,40,5,499.41999999999996,Medium Value,Medium Risk
14078.0,101,6,1049.37,Medium Value,High Risk
14079.0,124,1,375.1,Medium Value,High Risk
14080.0,32,1,45.599999999999994,Low Value,Medium Risk
14081.0,266,4,891.77,Medium Value,High Risk
14082.0,364,1,182.25,Low Value,High Risk
14083.0,3,9,1002.9,Medium Value,Low Risk
14085.0,1,19,4408.54,High Value,Low Risk
14087.0,2,2,178.72,Low Value,Low Risk
14088.0,9,14,50415.49,High Value,Low Risk
14089.0,56,1,158.75,Low Value,Medium Risk
14090.0,324,1,76.32000000000001,Low Value,High Risk
14092.0,7,17,4063.1,High Value,Low Risk
14093.0,11,1,433.86,Medium Value,Low Risk
14096.0,3,34,57120.909999999996,High Value,Low Risk
14098.0,36,1,147.35,Low Value,Medium Risk
14099.0,15,12,3092.9700000000003,High Value,Low Risk
14100.0,137,1,191.95000000000002,Low Value,High Risk
14101.0,73,6,5976.79,High Value,Medium Risk
14102.0,4,8,1060.33,Medium Value,Low Risk
14104.0,154,2,216.20999999999998,Low Value,High Risk
14105.0,84,2,1260.33,High Value,Medium Risk
14107.0,51,8,2688.48,High Value,Medium Risk
14108.0,30,3,594.16,Medium Value,Low Risk
14109.0,22,2,80.2,Low Value,Low Risk
14110.0,3,13,5669.65,High Value,Low Risk
14111.0,13,5,688.6,Medium Value,Low Risk
14112.0,22,12,2774.17,High Value,Low Risk
14113.0,3,8,1377.92,High Value,Low Risk
14114.0,273,2,386.53,Medium Value,High Risk
14116.0,19,5,1382.74,High Value,Low Risk
14117.0,143,1,90.0,Low Value,High Risk
14119.0,353,1,-19.9,Low Value,High Risk
14121.0,3,6,2740.3,High Value,Low Risk
14124.0,83,1,419.58000000000004,Medium Value,Medium Risk
14125.0,10,3,2720.63,High Value,Low Risk
14126.0,7,4,643.6300000000001,Medium Value,Low Risk
14127.0,122,3,709.71,Medium Value,High Risk
14128.0,60,2,637.5,Medium Value,Medium Risk
14129.0,1,5,1123.8600000000001,Medium Value,Low Risk
14130.0,318,1,480.91,Medium Value,High Risk
14132.0,1,12,3580.13,High Value,Low Risk
14133.0,129,5,590.3399999999999,Medium Value,High Risk
14135.0,1,15,4690.31,High Value,Low Risk
14138.0,1,2,965.8800000000001,Medium Value,Low Risk
14139.0,45,1,415.82,Medium Value,Medium Risk
14140.0,3,3,920.05,Medium Value,Low Risk
14141.0,2,6,879.0300000000001,Medium Value,Low Risk
14142.0,372,1,311.81,Low Value,
14143.0,133,1,115.8,Low Value,High Risk
14145.0,46,5,3148.2,High Value,Medium Risk
14146.0,8,6,2949.57,High Value,Low Risk
14147.0,48,3,468.4,Medium Value,Medium Risk
14148.0,233,1,157.2,Low Value,High Risk
14149.0,212,3,259.43,Low Value,High Risk
14150.0,35,2,658.64,Medium Value,Medium Risk
14152.0,74,3,611.09,Medium Value,Medium Risk
14154.0,238,2,1345.62,High Value,High Risk
14155.0,265,1,118.75,Low Value,High Risk
14156.0,9,66,113214.59,High Value,Low Risk
14157.0,19,3,392.44,Medium Value,Low Risk
14158.0,39,1,507.66,Medium Value,Medium Risk
14159.0,19,14,4615.64,High Value,Low Risk
14161.0,215,3,1097.6200000000001,Medium Value,High Risk
14162.0,173,2,289.36,Low Value,High Risk
14163.0,86,4,2445.91,High Value,Medium Risk
14164.0,70,2,1631.77,High Value,Medium Risk
14165.0,275,1,120.44,Low Value,High Risk
14167.0,38,4,562.59,Medium Value,Medium Risk
14171.0,97,1,363.79,Low Value,High Risk
14173.0,10,4,450.84,Medium Value,Low Risk
14174.0,32,1,134.46,Low Value,Medium Risk
14175.0,50,7,3108.06,High Value,Medium Risk
14176.0,296,5,574.0,Medium Value,High Risk
14177.0,84,5,544.51,Medium Value,Medium Risk
14178.0,8,7,1600.26,High Value,Low Risk
14179.0,40,2,701.57,Medium Value,Medium Risk
14180.0,10,31,4640.77,High Value,Low Risk
14184.0,66,1,452.89,Medium Value,Medium Risk
14185.0,330,1,197.65,Low Value,High Risk
14188.0,8,10,2018.91,High Value,Low Risk
14189.0,1,24,4604.31,High Value,Low Risk
14191.0,1,14,4660.01,High Value,Low Risk
14193.0,67,2,853.39,Medium Value,Medium Risk
14194.0,4,32,11216.75,High Value,Low Risk
14195.0,201,3,962.7,Medium Value,High Risk
14196.0,106,1,335.52,Low Value,High Risk
14198.0,3,7,663.5,Medium Value,Low Risk
14199.0,217,1,185.39999999999998,Low Value,High Risk
14201.0,59,9,688.04,Medium Value,Medium Risk
14204.0,1,1,150.61,Low Value,Low Risk
14205.0,10,4,218.78,Low Value,Low Risk
14206.0,238,2,308.26,Low Value,High Risk
14208.0,94,1,151.74,Low Value,High Risk
14209.0,10,7,2067.13,High Value,Low Risk
14210.0,90,7,1900.89,High Value,Medium Risk
14211.0,52,13,2208.3,High Value,Medium Risk
14212.0,89,1,1070.48,Medium Value,Medium Risk
14213.0,371,1,-1192.2,Low Value,
14214.0,30,7,1000.23,Medium Value,Low Risk
14215.0,11,7,1777.92,High Value,Low Risk
14216.0,2,4,1839.3,High Value,Low Risk
14217.0,1,24,1925.3600000000001,High Value,Low Risk
14218.0,42,1,169.48000000000002,Low Value,Medium Risk
14219.0,3,1,89.94,Low Value,Low Risk
14220.0,246,2,632.4,Medium Value,High Risk
14221.0,41,10,3427.85,High Value,Medium Risk
14222.0,176,1,683.17,Medium Value,High Risk
14223.0,91,4,975.23,Medium Value,High Risk
14224.0,109,4,1009.73,Medium Value,High Risk
14226.0,28,7,2184.2400000000002,High Value,Low Risk
14227.0,25,15,3315.71,High Value,Low Risk
14229.0,51,5,1450.6,High Value,Medium Risk
14231.0,178,5,822.0600000000001,Medium Value,High Risk
14232.0,31,8,2043.93,High Value,Medium Risk
14233.0,43,5,1447.51,High Value,Medium Risk
14234.0,21,4,754.12,Medium Value,Low Risk
14235.0,9,6,3093.86,High Value,Low Risk
14236.0,80,2,490.86,Medium Value,Medium Risk
14237.0,372,1,161.0,Low Value,
14238.0,325,1,146.85,Low Value,High Risk
14239.0,42,13,2323.5,High Value,Medium Risk
14240.0,29,2,890.34,Medium Value,Low Risk
14241.0,183,1,213.70000000000002,Low Value,High Risk
14242.0,234,2,280.55,Low Value,High Risk
14243.0,8,14,2535.88,High Value,Low Risk
14245.0,175,5,1677.48,High Value,High Risk
14246.0,110,3,1474.06,High Value,High Risk
14247.0,277,1,136.76999999999998,Low Value,High Risk
14248.0,317,1,302.58,Low Value,High Risk
14250.0,6,3,1904.05,High Value,Low Risk
14251.0,1,5,2879.7000000000003,High Value,Low Risk
14256.0,253,3,935.0600000000001,Medium Value,High Risk
14257.0,50,6,3087.27,High Value,Medium Risk
14258.0,8,10,12650.08,High Value,Low Risk
14259.0,141,1,120.0,Low Value,High Risk
14261.0,50,2,1163.45,High Value,Medium Risk
14262.0,7,8,2618.23,High Value,Low Risk
14264.0,154,3,319.47,Low Value,High Risk
14265.0,108,2,530.18,Medium Value,High Risk
14267.0,150,7,1279.09,High Value,High Risk
14270.0,331,1,492.65000000000003,Medium Value,High Risk
14271.0,225,1,112.32,Low Value,High Risk
14272.0,73,2,437.96,Medium Value,Medium Risk
14273.0,50,4,559.97,Medium Value,Medium Risk
14276.0,87,5,1019.39,Medium Value,Medium Risk
14277.0,14,4,3928.8,High Value,Low Risk
14280.0,196,1,134.04,Low Value,High Risk
14282.0,2,15,3701.44,High Value,Low Risk
14284.0,30,3,578.45,Medium Value,Low Risk
14285.0,20,4,1910.01,High Value,Low Risk
14286.0,23,5,4595.81,High Value,Low Risk
14287.0,7,4,151.23000000000002,Low Value,Low Risk
14288.0,211,2,413.85,Medium Value,High Risk
14289.0,8,6,911.26,Medium Value,Low Risk
14290.0,10,6,2307.4500000000003,High Value,Low Risk
14291.0,1,12,3873.3,High Value,Low Risk
14292.0,7,14,4819.33,High Value,Low Risk
14293.0,2,4,1046.56,Medium Value,Low Risk
14295.0,39,2,154.70000000000002,Low Value,Medium Risk
14297.0,17,6,1284.06,High Value,Low Risk
14298.0,2,45,50862.44,High Value,Low Risk
14299.0,7,18,2855.35,High Value,Low Risk
14300.0,18,1,43.2,Low Value,Low Risk
14301.0,107,2,632.04,Medium Value,High Risk
14304.0,222,2,197.1,Low Value,High Risk
14305.0,70,5,1803.76,High Value,Medium Risk
14306.0,50,3,2083.42,High Value,Medium Risk
14307.0,88,6,2995.72,High Value,Medium Risk
14309.0,7,10,2319.68,High Value,Low Risk
14311.0,224,2,229.71,Low Value,High Risk
14312.0,46,6,1611.59,High Value,Medium Risk
14314.0,106,1,120.0,Low Value,High Risk
14315.0,20,7,2456.98,High Value,Low Risk
14317.0,64,1,508.58000000000004,Medium Value,Medium Risk
14320.0,206,3,343.11,Low Value,High Risk
14321.0,10,5,1530.75,High Value,Low Risk
14323.0,114,4,574.26,Medium Value,High Risk
14326.0,234,2,166.85,Low Value,High Risk
14327.0,162,1,311.65,Low Value,High Risk
14329.0,8,14,4889.14,High Value,Low Risk
14331.0,123,2,462.65999999999997,Medium Value,High Risk
14332.0,22,3,840.21,Medium Value,Low Risk
14333.0,63,2,351.45,Low Value,Medium Risk
14334.0,16,9,2539.46,High Value,Low Risk
14335.0,15,2,454.86,Medium Value,Low Risk
14336.0,16,4,1614.91,High Value,Low Risk
14338.0,157,4,554.22,Medium Value,High Risk
14339.0,234,4,289.90999999999997,Low Value,High Risk
14340.0,218,1,134.7,Low Value,High Risk
14341.0,44,9,2151.08,High Value,Medium Risk
14342.0,20,6,607.71,Medium Value,Low Risk
14344.0,126,8,889.9300000000001,Medium Value,High Risk
14345.0,38,1,108.97999999999999,Low Value,Medium Risk
14346.0,120,2,1021.58,Medium Value,High Risk
14348.0,259,1,409.57,Medium Value,High Risk
14349.0,9,1,133.5,Low Value,Low Risk
14350.0,270,2,258.7,Low Value,High Risk
14351.0,164,1,51.0,Low Value,High Risk
14352.0,156,4,1078.96,Medium Value,High Risk
14353.0,214,1,90.6,Low Value,High Risk
14354.0,5,2,163.62,Low Value,Low Risk
14355.0,365,1,174.4,Low Value,High Risk
14356.0,59,4,666.9399999999999,Medium Value,Medium Risk
14357.0,42,1,225.12,Low Value,Medium Risk
14359.0,18,6,882.58,Medium Value,Low Risk
14360.0,31,4,2118.03,High Value,Medium Risk
14362.0,21,1,151.5,Low Value,Low Risk
14364.0,108,8,3717.35,High Value,High Risk
14367.0,7,19,9134.12,High Value,Low Risk
14368.0,319,1,155.0,Low Value,High Risk
14371.0,294,1,100.5,Low Value,High Risk
14373.0,357,1,76.55,Low Value,High Risk
14375.0,184,1,235.56,Low Value,High Risk
14377.0,190,2,617.05,Medium Value,High Risk
14379.0,43,2,348.1,Low Value,Medium Risk
14381.0,51,1,202.68,Low Value,Medium Risk
14382.0,25,1,615.49,Medium Value,Low Risk
14383.0,37,3,1247.69,High Value,Medium Risk
14385.0,8,3,202.11,Low Value,Low Risk
14386.0,296,1,142.4,Low Value,High Risk
14387.0,32,3,1727.6,High Value,Medium Risk
14388.0,8,10,3172.04,High Value,Low Risk
14389.0,8,5,999.72,Medium Value,Low Risk
14390.0,9,13,4582.22,High Value,Low Risk
14393.0,217,1,67.95,Low Value,High Risk
14395.0,1,12,3444.11,High Value,Low Risk
14396.0,64,2,487.99,Medium Value,Medium Risk
14397.0,0,23,2556.68,High Value,Low Risk
14400.0,140,2,559.7,Medium Value,High Risk
14401.0,3,14,4039.98,High Value,Low Risk
14403.0,129,5,1426.31,High Value,High Risk
14404.0,33,7,1409.72,High Value,Medium Risk
14406.0,118,1,156.75,Low Value,High Risk
14407.0,106,9,2111.08,High Value,High Risk
14408.0,10,7,2599.03,High Value,Low Risk
14409.0,70,7,1908.25,High Value,Medium Risk
14410.0,15,15,573.45,Medium Value,Low Risk
14411.0,310,1,1063.0,Medium Value,High Risk
14412.0,34,3,761.3299999999999,Medium Value,Medium Risk
14413.0,361,1,121.05,Low Value,High Risk
14414.0,91,8,1485.1299999999999,High Value,High Risk
14415.0,0,18,5766.85,High Value,Low Risk
14416.0,21,2,490.22,Medium Value,Low Risk
14418.0,3,3,1937.25,High Value,Low Risk
14419.0,10,6,1051.79,Medium Value,Low Risk
14420.0,84,2,385.87,Medium Value,Medium Risk
14421.0,56,2,813.11,Medium Value,Medium Risk
14422.0,0,6,4263.64,High Value,Low Risk
14423.0,217,1,265.2,Low Value,High Risk
14424.0,17,1,322.08,Low Value,Low Risk
14426.0,18,16,3918.9,High Value,Low Risk
14427.0,49,2,363.34000000000003,Low Value,Medium Risk
14428.0,6,7,1209.3700000000001,High Value,Low Risk
14431.0,298,2,423.26,Medium Value,High Risk
14432.0,9,6,2248.5,High Value,Low Risk
14434.0,21,6,1372.8,High Value,Low Risk
14436.0,98,1,89.06,Low Value,High Risk
14437.0,142,2,-43.400000000000006,Low Value,High Risk
14438.0,305,1,131.9,Low Value,High Risk
14439.0,319,1,2661.24,High Value,High Risk
14440.0,7,5,2357.6800000000003,High Value,Low Risk
14441.0,0,10,1545.14,High Value,Low Risk
14442.0,1,5,1544.62,High Value,Low Risk
14443.0,53,7,1400.88,High Value,Medium Risk
14446.0,0,4,1010.35,Medium Value,Low Risk
14447.0,18,5,1163.23,High Value,Low Risk
14448.0,8,2,375.35,Medium Value,Low Risk
14449.0,18,4,885.8,Medium Value,Low Risk
14450.0,180,3,483.25,Medium Value,High Risk
14451.0,59,2,643.9,Medium Value,Medium Risk
14452.0,10,2,259.05,Low Value,Low Risk
14453.0,189,1,119.93,Low Value,High Risk
14456.0,4,14,3002.5099999999998,High Value,Low Risk
14457.0,310,1,113.64,Low Value,High Risk
14459.0,154,1,1837.92,High Value,High Risk
14460.0,109,4,383.34,Medium Value,High Risk
14461.0,147,3,2103.06,High Value,High Risk
14462.0,63,15,1942.45,High Value,Medium Risk
14463.0,97,3,529.62,Medium Value,High Risk
14465.0,246,3,1038.44,Medium Value,High Risk
14466.0,28,7,2272.4,High Value,Low Risk
14467.0,17,4,596.26,Medium Value,Low Risk
14470.0,11,2,461.19,Medium Value,Low Risk
14472.0,103,8,1852.67,High Value,High Risk
14473.0,73,2,234.34000000000003,Low Value,Medium Risk
14474.0,42,2,537.71,Medium Value,Medium Risk
14475.0,71,6,799.82,Medium Value,Medium Risk
14476.0,256,1,193.0,Low Value,High Risk
14477.0,19,5,1307.81,High Value,Low Risk
14479.0,253,2,316.25,Low Value,High Risk
14480.0,10,1,279.05,Low Value,Low Risk
14481.0,164,2,636.51,Medium Value,High Risk
14482.0,17,6,2022.81,High Value,Low Risk
14483.0,149,2,129.2,Low Value,High Risk
14484.0,49,1,321.92,Low Value,Medium Risk
14485.0,38,1,162.8,Low Value,Medium Risk
14487.0,26,7,1152.73,High Value,Low Risk
14488.0,50,2,1047.43,Medium Value,Medium Risk
14489.0,206,1,463.38,Medium Value,High Risk
14491.0,174,2,340.93,Low Value,High Risk
14493.0,6,7,2362.84,High Value,Low Risk
14494.0,25,1,139.56,Low Value,Low Risk
14495.0,50,2,123.8,Low Value,Medium Risk
14496.0,311,2,538.8100000000001,Medium Value,High Risk
14497.0,300,2,457.47,Medium Value,High Risk
14498.0,42,5,1957.32,High Value,Medium Risk
14499.0,25,3,808.44,Medium Value,Low Risk
14500.0,87,3,356.85,Low Value,Medium Risk
14501.0,63,3,190.31,Low Value,Medium Risk
14502.0,19,14,2310.18,High Value,Low Risk
14503.0,2,6,3543.26,High Value,Low Risk
14504.0,46,4,673.26,Medium Value,Medium Risk
14505.0,16,11,5772.49,High Value,Low Risk
14506.0,16,5,1960.65,High Value,Low Risk
14507.0,23,7,1352.88,High Value,Low Risk
14508.0,21,2,268.05,Low Value,Low Risk
14511.0,10,6,1267.4099999999999,High Value,Low Risk
14512.0,187,2,275.28,Low Value,High Risk
14513.0,100,4,438.49,Medium Value,High Risk
14514.0,60,3,990.2,Medium Value,Medium Risk
14515.0,17,6,2076.89,High Value,Low Risk
14517.0,32,2,330.45,Low Value,Medium Risk
14518.0,63,1,174.37,Low Value,Medium Risk
14520.0,1,2,270.6,Low Value,Low Risk
14522.0,23,4,974.54,Medium Value,Low Risk
14523.0,107,1,241.09,Low Value,High Risk
14524.0,31,9,1843.83,High Value,Medium Risk
14525.0,8,13,4105.07,High Value,Low Risk
14527.0,2,86,7709.69,High Value,Low Risk
14528.0,36,1,364.21999999999997,Low Value,Medium Risk
14529.0,59,3,578.61,Medium Value,Medium Risk
14530.0,25,6,2862.11,High Value,Low Risk
14532.0,235,4,932.85,Medium Value,High Risk
14533.0,24,9,1812.6200000000001,High Value,Low Risk
14534.0,2,25,4025.6,High Value,Low Risk
14535.0,58,4,2831.7400000000002,High Value,Medium Risk
